country,year,value,series_code,dimension,measure,welfare_concept,short_reference,long_reference,reference url,preferred_definition,description,source_codes_used,legend
Argentina,1990,12.6,S62,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 12/12/2021),https://wid.world/country/argentina/,,,,
Argentina,1991,12.6,S62,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 12/12/2021),https://wid.world/country/argentina/,,,,
Argentina,1992,12.6,S62,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 12/12/2021),https://wid.world/country/argentina/,,,,
Argentina,1993,12.6,S62,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 12/12/2021),https://wid.world/country/argentina/,,,,
Argentina,1994,12.6,S62,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 12/12/2021),https://wid.world/country/argentina/,,,,
Argentina,1995,12.6,S62,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 12/12/2021),https://wid.world/country/argentina/,,,,
Argentina,1996,12.6,S62,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 12/12/2021),https://wid.world/country/argentina/,,,,
Argentina,1997,10.9,S62,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 12/12/2021),https://wid.world/country/argentina/,,,,
Argentina,1998,11.1,S62,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 12/12/2021),https://wid.world/country/argentina/,,,,
Argentina,1999,11.9,S62,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 12/12/2021),https://wid.world/country/argentina/,,,,
Argentina,2000,12.7,S62,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 12/12/2021),https://wid.world/country/argentina/,,,,
Argentina,2001,13.0,S62,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 12/12/2021),https://wid.world/country/argentina/,,,,
Argentina,2002,14.1,S62,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 12/12/2021),https://wid.world/country/argentina/,,,,
Argentina,2003,12.8,S62,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 12/12/2021),https://wid.world/country/argentina/,,,,
Argentina,2004,11.5,S62,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 12/12/2021),https://wid.world/country/argentina/,,,,
Argentina,2005,9.9,S62,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 12/12/2021),https://wid.world/country/argentina/,,,,
Argentina,2006,11.1,S62,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 12/12/2021),https://wid.world/country/argentina/,,,,
Argentina,2007,13.9,S62,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 12/12/2021),https://wid.world/country/argentina/,,,,
Argentina,2008,10.6,S62,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 12/12/2021),https://wid.world/country/argentina/,,,,
Argentina,2009,10.5,S62,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 12/12/2021),https://wid.world/country/argentina/,,,,
Argentina,2010,10.6,S62,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 12/12/2021),https://wid.world/country/argentina/,,,,
Argentina,2011,10.6,S62,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 12/12/2021),https://wid.world/country/argentina/,,,,
Argentina,2012,7.8,S62,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 12/12/2021),https://wid.world/country/argentina/,,,,
Argentina,2013,9.3,S62,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 12/12/2021),https://wid.world/country/argentina/,,,,
Argentina,2014,9.3,S62,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 12/12/2021),https://wid.world/country/argentina/,,,,
Argentina,2015,10.6,S62,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 12/12/2021),https://wid.world/country/argentina/,,,,
Argentina,2016,11.9,S62,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 12/12/2021),https://wid.world/country/argentina/,,,,
Argentina,2017,13.2,S62,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 12/12/2021),https://wid.world/country/argentina/,,,,
Argentina,2018,15.3,S62,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 12/12/2021),https://wid.world/country/argentina/,,,,
Argentina,2019,17.5,S62,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 12/12/2021),https://wid.world/country/argentina/,,,,
Argentina,2020,17.5,S62,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 12/12/2021),https://wid.world/country/argentina/,,,,
Argentina,1974,13.1,S7,Poverty,Share below 50% median,Household per capita income (Greater Buenos Aires),SEDLAC (2016) Poverty,SEDLAC (CEDLAS and The World Bank) (2016) Poverty; worksheet 'poverty median' (accessed 12/12/2021),https://www.cedlas.econo.unlp.edu.ar/wp/en/estadisticas/sedlac/estadisticas/#1496165262484-7f826c3f-b5c3,,,,
Argentina,1980,16.8,S7,Poverty,Share below 50% median,Household per capita income (Greater Buenos Aires),SEDLAC (2016) Poverty,SEDLAC (CEDLAS and The World Bank) (2016) Poverty; worksheet 'poverty median' (accessed 12/12/2021),https://www.cedlas.econo.unlp.edu.ar/wp/en/estadisticas/sedlac/estadisticas/#1496165262484-7f826c3f-b5c3,,,,
Argentina,1986,17.6,S7,Poverty,Share below 50% median,Household per capita income (Greater Buenos Aires),SEDLAC (2016) Poverty,SEDLAC (CEDLAS and The World Bank) (2016) Poverty; worksheet 'poverty median' (accessed 12/12/2021),https://www.cedlas.econo.unlp.edu.ar/wp/en/estadisticas/sedlac/estadisticas/#1496165262484-7f826c3f-b5c3,,,,
Argentina,1987,18.6,S7,Poverty,Share below 50% median,Household per capita income (Greater Buenos Aires),SEDLAC (2016) Poverty,SEDLAC (CEDLAS and The World Bank) (2016) Poverty; worksheet 'poverty median' (accessed 12/12/2021),https://www.cedlas.econo.unlp.edu.ar/wp/en/estadisticas/sedlac/estadisticas/#1496165262484-7f826c3f-b5c3,,,,
Argentina,1988,21.6,S7,Poverty,Share below 50% median,Household per capita income (Greater Buenos Aires),SEDLAC (2016) Poverty,SEDLAC (CEDLAS and The World Bank) (2016) Poverty; worksheet 'poverty median' (accessed 12/12/2021),https://www.cedlas.econo.unlp.edu.ar/wp/en/estadisticas/sedlac/estadisticas/#1496165262484-7f826c3f-b5c3,,,,
Argentina,1991,17.2,S7,Poverty,Share below 50% median,Household per capita income (Greater Buenos Aires),SEDLAC (2016) Poverty,SEDLAC (CEDLAS and The World Bank) (2016) Poverty; worksheet 'poverty median' (accessed 12/12/2021),https://www.cedlas.econo.unlp.edu.ar/wp/en/estadisticas/sedlac/estadisticas/#1496165262484-7f826c3f-b5c3,,,,
Argentina,1992,17.2,S7,Poverty,Share below 50% median,Household per capita income (Greater Buenos Aires),SEDLAC (2016) Poverty,SEDLAC (CEDLAS and The World Bank) (2016) Poverty; worksheet 'poverty median' (accessed 12/12/2021),https://www.cedlas.econo.unlp.edu.ar/wp/en/estadisticas/sedlac/estadisticas/#1496165262484-7f826c3f-b5c3,,,,
Argentina,1992,19.6,S8,Poverty,Share below 50% median,Household per capita income (15 main cities),SEDLAC (2016) Poverty,SEDLAC (CEDLAS and The World Bank) (2016) Poverty; worksheet 'poverty median' (accessed 12/12/2021),https://www.cedlas.econo.unlp.edu.ar/wp/en/estadisticas/sedlac/estadisticas/#1496165262484-7f826c3f-b5c3,,,,
Argentina,1993,20.1,S8,Poverty,Share below 50% median,Household per capita income (15 main cities),SEDLAC (2016) Poverty,SEDLAC (CEDLAS and The World Bank) (2016) Poverty; worksheet 'poverty median' (accessed 12/12/2021),https://www.cedlas.econo.unlp.edu.ar/wp/en/estadisticas/sedlac/estadisticas/#1496165262484-7f826c3f-b5c3,,,,
Argentina,1994,20.7,S8,Poverty,Share below 50% median,Household per capita income (15 main cities),SEDLAC (2016) Poverty,SEDLAC (CEDLAS and The World Bank) (2016) Poverty; worksheet 'poverty median' (accessed 12/12/2021),https://www.cedlas.econo.unlp.edu.ar/wp/en/estadisticas/sedlac/estadisticas/#1496165262484-7f826c3f-b5c3,,,,
Argentina,1995,21.2,S8,Poverty,Share below 50% median,Household per capita income (15 main cities),SEDLAC (2016) Poverty,SEDLAC (CEDLAS and The World Bank) (2016) Poverty; worksheet 'poverty median' (accessed 12/12/2021),https://www.cedlas.econo.unlp.edu.ar/wp/en/estadisticas/sedlac/estadisticas/#1496165262484-7f826c3f-b5c3,,,,
Argentina,1996,22.6,S8,Poverty,Share below 50% median,Household per capita income (15 main cities),SEDLAC (2016) Poverty,SEDLAC (CEDLAS and The World Bank) (2016) Poverty; worksheet 'poverty median' (accessed 12/12/2021),https://www.cedlas.econo.unlp.edu.ar/wp/en/estadisticas/sedlac/estadisticas/#1496165262484-7f826c3f-b5c3,,,,
Argentina,1997,22.2,S8,Poverty,Share below 50% median,Household per capita income (15 main cities),SEDLAC (2016) Poverty,SEDLAC (CEDLAS and The World Bank) (2016) Poverty; worksheet 'poverty median' (accessed 12/12/2021),https://www.cedlas.econo.unlp.edu.ar/wp/en/estadisticas/sedlac/estadisticas/#1496165262484-7f826c3f-b5c3,,,,
Argentina,1998,21.9,S8,Poverty,Share below 50% median,Household per capita income (15 main cities),SEDLAC (2016) Poverty,SEDLAC (CEDLAS and The World Bank) (2016) Poverty; worksheet 'poverty median' (accessed 12/12/2021),https://www.cedlas.econo.unlp.edu.ar/wp/en/estadisticas/sedlac/estadisticas/#1496165262484-7f826c3f-b5c3,,,,
Argentina,1998,23.0,S9,Poverty,Share below 50% median,Household per capita income (28 main cities),SEDLAC (2016) Poverty,SEDLAC (CEDLAS and The World Bank) (2016) Poverty; worksheet 'poverty median' (accessed 12/12/2021),https://www.cedlas.econo.unlp.edu.ar/wp/en/estadisticas/sedlac/estadisticas/#1496165262484-7f826c3f-b5c3,,,,
Argentina,1999,22.5,S9,Poverty,Share below 50% median,Household per capita income (28 main cities),SEDLAC (2016) Poverty,SEDLAC (CEDLAS and The World Bank) (2016) Poverty; worksheet 'poverty median' (accessed 12/12/2021),https://www.cedlas.econo.unlp.edu.ar/wp/en/estadisticas/sedlac/estadisticas/#1496165262484-7f826c3f-b5c3,,,,
Argentina,2000,24.5,S9,Poverty,Share below 50% median,Household per capita income (28 main cities),SEDLAC (2016) Poverty,SEDLAC (CEDLAS and The World Bank) (2016) Poverty; worksheet 'poverty median' (accessed 12/12/2021),https://www.cedlas.econo.unlp.edu.ar/wp/en/estadisticas/sedlac/estadisticas/#1496165262484-7f826c3f-b5c3,,,,
Argentina,2001,25.1,S9,Poverty,Share below 50% median,Household per capita income (28 main cities),SEDLAC (2016) Poverty,SEDLAC (CEDLAS and The World Bank) (2016) Poverty; worksheet 'poverty median' (accessed 12/12/2021),https://www.cedlas.econo.unlp.edu.ar/wp/en/estadisticas/sedlac/estadisticas/#1496165262484-7f826c3f-b5c3,,,,
Argentina,2002,25.9,S9,Poverty,Share below 50% median,Household per capita income (28 main cities),SEDLAC (2016) Poverty,SEDLAC (CEDLAS and The World Bank) (2016) Poverty; worksheet 'poverty median' (accessed 12/12/2021),https://www.cedlas.econo.unlp.edu.ar/wp/en/estadisticas/sedlac/estadisticas/#1496165262484-7f826c3f-b5c3,,,,
Argentina,2003,24.9,S9,Poverty,Share below 50% median,Household per capita income (28 main cities),SEDLAC (2016) Poverty,SEDLAC (CEDLAS and The World Bank) (2016) Poverty; worksheet 'poverty median' (accessed 12/12/2021),https://www.cedlas.econo.unlp.edu.ar/wp/en/estadisticas/sedlac/estadisticas/#1496165262484-7f826c3f-b5c3,,,,
Argentina,2003,24.8,S10,Poverty,Share below 50% median,Household per capita income (EPHC) (28 main cities),SEDLAC (2020) Poverty,SEDLAC (CEDLAS and The World Bank) (2020) Poverty; worksheet 'poverty median' (accessed 12/12/2021),https://www.cedlas.econo.unlp.edu.ar/wp/en/estadisticas/sedlac/estadisticas/#1496165262484-7f826c3f-b5c3,,,,
Argentina,2004,24.2,S10,Poverty,Share below 50% median,Household per capita income (EPHC) (28 main cities),SEDLAC (2020) Poverty,SEDLAC (CEDLAS and The World Bank) (2020) Poverty; worksheet 'poverty median' (accessed 12/12/2021),https://www.cedlas.econo.unlp.edu.ar/wp/en/estadisticas/sedlac/estadisticas/#1496165262484-7f826c3f-b5c3,,,,
Argentina,2005,23.6,S10,Poverty,Share below 50% median,Household per capita income (EPHC) (28 main cities),SEDLAC (2020) Poverty,SEDLAC (CEDLAS and The World Bank) (2020) Poverty; worksheet 'poverty median' (accessed 12/12/2021),https://www.cedlas.econo.unlp.edu.ar/wp/en/estadisticas/sedlac/estadisticas/#1496165262484-7f826c3f-b5c3,,,,
Argentina,2006,23.7,S10,Poverty,Share below 50% median,Household per capita income (EPHC) (28 main cities),SEDLAC (2020) Poverty,SEDLAC (CEDLAS and The World Bank) (2020) Poverty; worksheet 'poverty median' (accessed 12/12/2021),https://www.cedlas.econo.unlp.edu.ar/wp/en/estadisticas/sedlac/estadisticas/#1496165262484-7f826c3f-b5c3,,,,
Argentina,2007,23.5,S10,Poverty,Share below 50% median,Household per capita income (EPHC) (28 main cities),SEDLAC (2020) Poverty,SEDLAC (CEDLAS and The World Bank) (2020) Poverty; worksheet 'poverty median' (accessed 12/12/2021),https://www.cedlas.econo.unlp.edu.ar/wp/en/estadisticas/sedlac/estadisticas/#1496165262484-7f826c3f-b5c3,,,,
Argentina,2008,22.4,S10,Poverty,Share below 50% median,Household per capita income (EPHC) (28 main cities),SEDLAC (2020) Poverty,SEDLAC (CEDLAS and The World Bank) (2020) Poverty; worksheet 'poverty median' (accessed 12/12/2021),https://www.cedlas.econo.unlp.edu.ar/wp/en/estadisticas/sedlac/estadisticas/#1496165262484-7f826c3f-b5c3,,,,
Argentina,2009,22.5,S10,Poverty,Share below 50% median,Household per capita income (EPHC) (28 main cities),SEDLAC (2020) Poverty,SEDLAC (CEDLAS and The World Bank) (2020) Poverty; worksheet 'poverty median' (accessed 12/12/2021),https://www.cedlas.econo.unlp.edu.ar/wp/en/estadisticas/sedlac/estadisticas/#1496165262484-7f826c3f-b5c3,,,,
Argentina,2010,22.4,S10,Poverty,Share below 50% median,Household per capita income (EPHC) (28 main cities),SEDLAC (2020) Poverty,SEDLAC (CEDLAS and The World Bank) (2020) Poverty; worksheet 'poverty median' (accessed 12/12/2021),https://www.cedlas.econo.unlp.edu.ar/wp/en/estadisticas/sedlac/estadisticas/#1496165262484-7f826c3f-b5c3,,,,
Argentina,2011,20.7,S10,Poverty,Share below 50% median,Household per capita income (EPHC) (28 main cities),SEDLAC (2020) Poverty,SEDLAC (CEDLAS and The World Bank) (2020) Poverty; worksheet 'poverty median' (accessed 12/12/2021),https://www.cedlas.econo.unlp.edu.ar/wp/en/estadisticas/sedlac/estadisticas/#1496165262484-7f826c3f-b5c3,,,,
Argentina,2012,20.9,S10,Poverty,Share below 50% median,Household per capita income (EPHC) (28 main cities),SEDLAC (2020) Poverty,SEDLAC (CEDLAS and The World Bank) (2020) Poverty; worksheet 'poverty median' (accessed 12/12/2021),https://www.cedlas.econo.unlp.edu.ar/wp/en/estadisticas/sedlac/estadisticas/#1496165262484-7f826c3f-b5c3,,,,
Argentina,2013,20.2,S10,Poverty,Share below 50% median,Household per capita income (EPHC) (28 main cities),SEDLAC (2020) Poverty,SEDLAC (CEDLAS and The World Bank) (2020) Poverty; worksheet 'poverty median' (accessed 12/12/2021),https://www.cedlas.econo.unlp.edu.ar/wp/en/estadisticas/sedlac/estadisticas/#1496165262484-7f826c3f-b5c3,,,,
Argentina,2014,20.0,S10,Poverty,Share below 50% median,Household per capita income (EPHC) (28 main cities),SEDLAC (2020) Poverty,SEDLAC (CEDLAS and The World Bank) (2020) Poverty; worksheet 'poverty median' (accessed 12/12/2021),https://www.cedlas.econo.unlp.edu.ar/wp/en/estadisticas/sedlac/estadisticas/#1496165262484-7f826c3f-b5c3,,,,
Argentina,2015,19.8,S10,Poverty,Share below 50% median,Household per capita income (EPHC) (28 main cities),SEDLAC (2020) Poverty,SEDLAC (CEDLAS and The World Bank) (2020) Poverty; worksheet 'poverty median' (accessed 12/12/2021),https://www.cedlas.econo.unlp.edu.ar/wp/en/estadisticas/sedlac/estadisticas/#1496165262484-7f826c3f-b5c3,,,,
Argentina,2016,20.7,S10,Poverty,Share below 50% median,Household per capita income (EPHC) (28 main cities),SEDLAC (2020) Poverty,SEDLAC (CEDLAS and The World Bank) (2020) Poverty; worksheet 'poverty median' (accessed 12/12/2021),https://www.cedlas.econo.unlp.edu.ar/wp/en/estadisticas/sedlac/estadisticas/#1496165262484-7f826c3f-b5c3,,,,
Argentina,2017,19.9,S10,Poverty,Share below 50% median,Household per capita income (EPHC) (28 main cities),SEDLAC (2020) Poverty,SEDLAC (CEDLAS and The World Bank) (2020) Poverty; worksheet 'poverty median' (accessed 12/12/2021),https://www.cedlas.econo.unlp.edu.ar/wp/en/estadisticas/sedlac/estadisticas/#1496165262484-7f826c3f-b5c3,,,,
