year,value,series_code,dimension,measure,welfare_concept,short_reference,long_reference,reference url,preferred_definition,description,source_codes_used,legend
2017,34.20763,S3,Overall Income Inequality,Gini coefficient,Equivalised disposable household income,IFS,Institute for Fiscal Studies; Inequality (accessed 21/12/2021),https://ifs.org.uk/tools_and_resources/incomes_in_uk,,,,Gini coefficient - Equivalised disposable household income (IFS)
2018,35.04541,S3,Overall Income Inequality,Gini coefficient,Equivalised disposable household income,IFS,Institute for Fiscal Studies; Inequality (accessed 21/12/2021),https://ifs.org.uk/tools_and_resources/incomes_in_uk,,,,Gini coefficient - Equivalised disposable household income (IFS)
2019,35.17274,S3,Overall Income Inequality,Gini coefficient,Equivalised disposable household income,IFS,Institute for Fiscal Studies; Inequality (accessed 21/12/2021),https://ifs.org.uk/tools_and_resources/incomes_in_uk,,,,Gini coefficient - Equivalised disposable household income (IFS)
1918,20.35,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1919,20.72,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1937,17.96,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1949,12.13,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1951,11.52,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1952,10.79,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1953,10.28,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1954,10.23,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1955,9.84,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1956,9.25,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1957,9.2,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1958,9.26,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1959,9.1,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1960,9.38,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1962,8.92,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1963,8.98,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1964,8.97,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1965,9.04,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1966,8.38,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1967,8.13,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1968,7.97,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1969,7.89,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1970,7.46,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1971,7.42,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1972,7.34,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1973,7.39,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1974,6.92,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1975,6.45,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1976,6.23,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1977,6.27,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1978,6.05,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1979,6.27,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1980,7.18,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1981,7.18,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1982,7.3,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1983,7.27,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1984,7.52,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1985,7.72,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1986,7.83,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1987,8.11,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1988,8.58,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1989,8.14,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1990,8.16,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1991,8.17,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1992,7.69,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1993,8.68,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1994,9.9,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1995,10.03,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1996,11.47,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1997,11.92,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1998,12.81,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
1999,12.04,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
2000,11.59,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
2001,11.54,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
2002,11.9,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
2003,12.97,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
2004,12.84,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
2005,14.1,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
2006,14.5,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
2007,14.55,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
2008,13.95,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
2009,14.17,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
2010,12.15,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
2011,13.02,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
2012,12.63,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
2013,13.69,S41,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 21/12/2021),https://wid.world/country/united-kingdom/,,,,Share of top 1% - Pre-tax national income (equal-split adults) (WID)
